treat;TE_base;lower_base;upper_base;TE_drop;lower_drop;upper_drop;removed_study;component_id;component_reference;delta_TE;abs_delta_TE;pct_shift_vs_base;estimable;ci_overlap
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0068;-4,2086;-1,8050;White 1984;1;Placebo;-0,0114;0,0114;0,0038;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9874;-1,6377;-0,3371;White 1984;1;Placebo;-0,0109;0,0109;0,0111;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3599;-2,6659;-0,0539;White 1984;1;Placebo;-0,0095;0,0095;0,0071;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4696;-1,6644;0,7252;White 1984;1;Placebo;-0,0112;0,0112;0,0245;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7984;-2,0151;0,4183;White 1984;1;Placebo;-0,0102;0,0102;0,0129;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1660;-1,3661;1,0342;White 1984;1;Placebo;-0,0101;0,0101;0,0650;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6610;-1,2225;-0,0995;White 1984;1;Placebo;-0,0113;0,0113;0,0174;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6401;-1,1918;-0,0885;White 1984;1;Placebo;-0,0112;0,0112;0,0178;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1606;-0,9252;0,6041;White 1984;1;Placebo;-0,0099;0,0099;0,0657;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7200;-1,3875;-0,0524;White 1984;1;Placebo;-0,0102;0,0102;0,0144;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5135;-1,6887;0,6618;White 1984;1;Placebo;-0,0115;0,0115;0,0228;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7163;-0,8679;-0,5648;White 1984;1;Placebo;-0,0050;0,0050;0,0070;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5283;-0,6389;-0,4177;White 1984;1;Placebo;-0,0065;0,0065;0,0124;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3567;-0,9024;0,1890;White 1984;1;Placebo;-0,0113;0,0113;0,0328;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6481;-0,8034;-0,4928;White 1984;1;Placebo;-0,0207;0,0207;0,0330;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4072;-0,7547;-0,0596;White 1984;1;Placebo;-0,0070;0,0070;0,0175;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6618;0,1652;1,1584;White 1984;1;Placebo;-0,0119;0,0119;0,0176;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,9007;-1,8784;0,0769;White 1984;1;Placebo;-0,0163;0,0163;0,0184;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8699;-3,3279;-0,4118;White 1984;1;Placebo;-0,0119;0,0119;0,0064;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9202;-1,4462;-0,3942;Wilson 1982;1;Placebo;-0,0039;0,0039;0,0043;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7511;-2,2576;-1,2446;Wilson 1982;1;Placebo;-0,0023;0,0023;0,0013;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6849;-1,2117;-0,1580;Wilson 1982;1;Placebo;-0,0188;0,0188;0,0282;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1431;-0,9268;1,2130;Wilson 1982;1;Placebo;-0,0055;0,0055;0,0367;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5658;-0,4420;1,5736;Wilson 1982;1;Placebo;-0,0060;0,0060;0,0104;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3104;-0,4125;1,0332;Wilson 1982;1;Placebo;-0,0053;0,0053;0,0167;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-1,0507;-3,4063;1,3050;Wilson 1982;1;Placebo;-0,3195;0,3195;0,4371;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9604;-1,5519;-0,3690;Wilson 1982;1;Placebo;-0,0076;0,0076;0,0080;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3492;-2,3765;-0,3219;Wilson 1982;1;Placebo;-0,0188;0,0188;0,0141;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8612;-1,1853;-0,5371;Wilson 1982;1;Placebo;-0,0072;0,0072;0,0084;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3441;-1,8846;-0,8035;Wilson 1982;1;Placebo;-0,0069;0,0069;0,0051;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3170;-2,1999;-0,4341;Wilson 1982;1;Placebo;-0,0069;0,0069;0,0053;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6838;-1,2941;-0,0736;Wilson 1982;1;Placebo;-0,0063;0,0063;0,0094;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,4026;-2,3028;1,4975;Wilson 1982;1;Placebo;-0,2089;0,2089;1,0788;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;-0,0589;-2,3354;2,2176;Wilson 1982;1;Placebo;-0,2089;0,2089;1,3922;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9039;-1,6204;-0,1874;Wilson 1982;1;Placebo;-0,0047;0,0047;0,0052;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4490;-4,6957;-2,2023;Wilson 1982;1;Placebo;-0,0023;0,0023;0,0007;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7599;-1,4598;-0,0601;Wilson 1982;1;Placebo;-0,0043;0,0043;0,0057;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4599;-2,3772;-0,5426;Wilson 1982;1;Placebo;-0,0097;0,0097;0,0067;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5664;-1,2114;0,0786;Wilson 1982;1;Placebo;-0,0103;0,0103;0,0186;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8230;-1,5762;-0,0699;Wilson 1982;1;Placebo;-0,0122;0,0122;0,0151;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5260;-1,3766;0,3245;Wilson 1982;1;Placebo;-0,0112;0,0112;0,0217;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8713;-1,9139;0,1713;Wilson 1982;1;Placebo;-0,0013;0,0013;0,0015;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2077;-2,0299;-0,3855;Wilson 1982;1;Placebo;-0,0015;0,0015;0,0012;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2517;-6,0095;-2,4939;Wilson 1982;1;Placebo;-0,0058;0,0058;0,0014;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6981;-0,9542;-0,4420;Wilson 1982;1;Placebo;-0,0027;0,0027;0,0039;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7828;-2,2527;0,6871;Wilson 1982;1;Placebo;-0,0058;0,0058;0,0075;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1206;-0,5888;0,3476;Wilson 1982;1;Placebo;-0,0058;0,0058;0,0507;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3759;-2,6954;-0,0565;Wilson 1982;1;Placebo;-0,0188;0,0188;0,0139;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4969;-2,8147;-0,1790;Wilson 1982;1;Placebo;-0,0188;0,0188;0,0127;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Wilson 1982;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0015;-4,2059;-1,7972;Wilson 1982;1;Placebo;-0,0062;0,0062;0,0021;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9821;-1,6344;-0,3297;Wilson 1982;1;Placebo;-0,0055;0,0055;0,0057;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3562;-2,6661;-0,0463;Wilson 1982;1;Placebo;-0,0058;0,0058;0,0043;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4739;-1,6748;0,7271;Wilson 1982;1;Placebo;-0,0155;0,0155;0,0338;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6561;-1,2194;-0,0927;Wilson 1982;1;Placebo;-0,0064;0,0064;0,0098;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6354;-1,1890;-0,0819;Wilson 1982;1;Placebo;-0,0065;0,0065;0,0103;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1549;-0,9217;0,6118;Wilson 1982;1;Placebo;-0,0043;0,0043;0,0285;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7154;-1,3851;-0,0457;Wilson 1982;1;Placebo;-0,0056;0,0056;0,0079;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,6135;-1,9930;0,7659;Wilson 1982;1;Placebo;-0,1115;0,1115;0,2221;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7133;-0,8653;-0,5613;Wilson 1982;1;Placebo;-0,0020;0,0020;0,0028;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5241;-0,6351;-0,4132;Wilson 1982;1;Placebo;-0,0023;0,0023;0,0044;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3530;-0,9010;0,1949;Wilson 1982;1;Placebo;-0,0077;0,0077;0,0222;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6339;-0,7893;-0,4784;Wilson 1982;1;Placebo;-0,0065;0,0065;0,0104;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4026;-0,7512;-0,0539;Wilson 1982;1;Placebo;-0,0024;0,0024;0,0060;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6676;0,1694;1,1658;Wilson 1982;1;Placebo;-0,0061;0,0061;0,0091;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8908;-1,8708;0,0893;Wilson 1982;1;Placebo;-0,0063;0,0063;0,0071;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8768;-3,3420;-0,4116;Wilson 1982;1;Placebo;-0,0188;0,0188;0,0101;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9041;-1,4311;-0,3771;Wright 2005;1;Placebo;0,0122;0,0122;0,0133;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7487;-2,2554;-1,2421;Wright 2005;1;Placebo;0,0001;0,0001;0,0000;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6700;-1,1870;-0,1530;Wright 2005;1;Placebo;-0,0039;0,0039;0,0059;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1424;-0,9279;1,2126;Wright 2005;1;Placebo;-0,0062;0,0062;0,0419;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5954;-0,4145;1,6053;Wright 2005;1;Placebo;0,0236;0,0236;0,0413;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3097;-0,4134;1,0328;Wright 2005;1;Placebo;-0,0060;0,0060;0,0189;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7320;-1,8069;0,3430;Wright 2005;1;Placebo;-0,0009;0,0009;0,0012;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9461;-1,5376;-0,3546;Wright 2005;1;Placebo;0,0067;0,0067;0,0070;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3343;-2,3570;-0,3117;Wright 2005;1;Placebo;-0,0039;0,0039;0,0030;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8639;-1,1884;-0,5394;Wright 2005;1;Placebo;-0,0099;0,0099;0,0115;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3411;-1,8815;-0,8006;Wright 2005;1;Placebo;-0,0039;0,0039;0,0029;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3144;-2,1976;-0,4313;Wright 2005;1;Placebo;-0,0043;0,0043;0,0033;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6706;-1,2810;-0,0602;Wright 2005;1;Placebo;0,0069;0,0069;0,0102;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1957;-1,5199;1,1286;Wright 2005;1;Placebo;-0,0020;0,0020;0,0102;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1481;-1,6758;1,9720;Wright 2005;1;Placebo;-0,0020;0,0020;0,0132;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,9000;-1,6167;-0,1834;Wright 2005;1;Placebo;-0,0008;0,0008;0,0009;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4467;-4,6938;-2,1995;Wright 2005;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7562;-1,4562;-0,0562;Wright 2005;1;Placebo;-0,0006;0,0006;0,0007;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4520;-2,3685;-0,5355;Wright 2005;1;Placebo;-0,0017;0,0017;0,0012;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5604;-1,2040;0,0833;Wright 2005;1;Placebo;-0,0043;0,0043;0,0077;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8137;-1,5647;-0,0627;Wright 2005;1;Placebo;-0,0028;0,0028;0,0035;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5172;-1,3668;0,3324;Wright 2005;1;Placebo;-0,0023;0,0023;0,0045;TRUE;TRUE
